+4.110777e-05    +8.189325e-05    +4.441561e-05
+8.982558e-05    +7.541834e-05    +1.546417e-05
+4.198233e-05    +8.296798e-05    +4.186013e-05
+4.418641e-05    +8.487041e-05    +4.093019e-05
+3.664759e-05    +3.736338e-05    +6.668281e-05
+3.539577e-05    +1.987816e-05    +1.235118e-04
+8.432837e-05    -5.059036e-07    +6.723818e-05
+3.766589e-05    +2.562772e-05    +1.190984e-04
+1.144277e-04    +6.566681e-05    +7.555998e-05
+1.076675e-04    +2.969670e-06    +9.856913e-05
+3.973241e-05    +2.866788e-05    +1.169520e-04
+3.681844e-05    +3.022112e-05    +1.155892e-04
+3.787468e-05    +3.156203e-05    +1.135112e-04
+3.489313e-05    +3.106072e-05    +1.183306e-04
+2.604866e-05    +2.615790e-05    +1.234638e-04
+4.202751e-05    +8.597235e-05    +4.317045e-05
+8.285224e-05    +1.157242e-07    +6.783710e-05
+1.192014e-04    +6.476054e-05    +7.267869e-05
+4.404082e-05    +8.441304e-05    +4.171648e-05
+4.499882e-05    +8.380264e-05    +4.151760e-05
+3.453734e-05    +2.966831e-05    +1.245790e-04
+8.270355e-05    +2.259019e-06    +6.767401e-05
+3.467052e-05    +1.901173e-05    +1.228642e-04
+1.070564e-04    +6.191254e-06    +9.488094e-05
+3.675957e-05    +4.150265e-05    +6.962217e-05
+1.049736e-04    +9.428133e-06    +9.463285e-05
+3.174942e-05    +2.377068e-05    +1.176267e-04
+4.167274e-05    +8.251633e-05    +4.320079e-05
+8.492733e-05    -1.316846e-06    +6.755975e-05
+8.029199e-05    +8.678945e-05    +1.323061e-05
+3.684976e-05    +2.026676e-05    +1.308808e-04
+1.199234e-04    +7.048594e-05    +7.899294e-05
+3.694979e-05    +3.910229e-05    +6.830893e-05
+3.864831e-05    +3.633722e-05    +1.140267e-04
+1.072235e-04    +6.420463e-06    +9.550976e-05
+1.051949e-04    +5.194148e-06    +9.914179e-05
+8.008851e-05    +8.629575e-05    +1.326504e-05
+3.117055e-05    +2.135633e-05    +1.252973e-04
+7.986072e-05    +8.660654e-05    +1.363633e-05
+4.558972e-05    +8.330946e-05    +4.302065e-05
+1.172189e-04    +6.656315e-05    +7.478837e-05
+8.544762e-05    +1.449446e-06    +6.876526e-05
+4.240856e-05    +8.418241e-05    +4.266068e-05
+4.324803e-05    +8.346821e-05    +4.086047e-05
+3.535358e-05    +2.561026e-05    +1.181481e-04
+3.144382e-05    +2.551677e-05    +1.228047e-04
+2.981789e-05    +2.054019e-05    +1.258981e-04
+1.039756e-04    +8.605743e-06    +9.675370e-05
+1.201520e-04    +6.790205e-05    +7.677898e-05
+3.297089e-05    +2.172230e-05    +1.273046e-04
